month,day,time,temperature,rel_hum,pressure,wind_dir,wind_speed,precipitation,conditions
4,2,9,13.4,0.94,1013.2,3,6.8,8.1,1
4,2,6,13.3,0.96,1014.0,2,9.0,8.0,1
4,2,3,13.0,0.97,1015.2,2,6.1,6.4,1
4,2,0,12.8,0.97,1014.6,2,5.4,3.4,1
4,1,21,12.4,0.97,1012.5,3,5.8,2.1,1
4,1,18,12.2,0.98,1013.2,1,4.7,2.1,1
4,1,15,12.2,0.97,1013.4,2,4.0,2.8,0
4,1,12,12.7,0.96,1011.4,2,3.6,4.0,2
4,1,9,12.9,0.96,1010.0,2,9.7,5.5,1
4,1,6,13.2,0.94,1010.5,2,7.2,4.0,1
4,1,3,12.6,0.95,1011.5,3,5.8,4.8,1
4,1,0,11.6,0.98,1010.5,2,7.2,4.5,2
5,31,21,21.6,0.98,1004.4,2,0.0,0.0,2
5,31,18,22.5,0.96,1004.1,2,0.0,0.0,2
5,31,15,24.1,0.93,1004.7,2,0.0,0.0,0
5,31,12,27.8,0.69,1002.9,4,3.6,0.0,0
5,31,9,31.9,0.49,1002.4,5,7.6,0.0,0
5,31,6,31.0,0.56,1003.8,5,5.0,0.0,0
5,31,3,29.2,0.63,1004.7,5,10.1,0.0,0
5,31,0,24.2,0.96,1004.9,2,0.0,0.0,2
5,30,21,21.1,0.98,1004.2,2,0.0,0.0,2
5,30,18,21.9,0.97,1004.6,2,0.0,0.0,2
5,30,15,22.7,0.96,1005.3,2,0.0,0.0,0
5,30,12,24.7,0.89,1004.3,2,0.0,0.0,0
5,30,9,29.6,0.57,1003.8,8,4.0,0.0,0
5,30,6,29.6,0.58,1004.8,7,6.8,0.0,0
5,30,3,27.1,0.68,1006.0,8,4.0,0.0,0
5,30,0,23.4,0.83,1006.7,6,4.7,0.0,0
5,29,21,18.7,0.97,1006.2,2,0.0,0.0,2
5,29,18,20.3,0.93,1006.0,2,0.4,0.0,0
5,29,15,22.2,0.87,1006.6,6,8.3,0.0,0
5,29,12,23.7,0.84,1005.4,6,9.0,0.0,0
5,29,9,25.8,0.75,1005.1,7,9.0,0.0,0
5,29,6,26.2,0.67,1006.0,7,10.8,0.0,0
5,29,3,27.1,0.63,1007.4,7,10.1,0.0,0
5,29,0,23.5,0.81,1007.4,6,9.4,0.0,0
5,28,21,18.5,0.97,1007.9,6,1.1,0.0,2
5,28,18,21.9,0.91,1008.1,7,3.6,0.0,2
5,28,15,21.7,0.92,1009.7,2,0.0,0.0,0
5,28,12,23.0,0.83,1008.5,7,1.4,0.0,0
5,28,9,24.6,0.73,1008.3,7,6.5,0.0,0
5,28,6,25.1,0.76,1008.6,5,5.8,0.0,0
5,28,3,23.7,0.79,1009.3,7,1.4,0.0,0
5,28,0,23.1,0.78,1008.0,6,4.3,0.0,0
5,27,21,22.4,0.77,1006.7,7,6.8,0.0,0
5,27,18,23.0,0.87,1006.4,7,6.1,0.0,0
5,27,15,23.3,0.89,1007.2,6,8.3,0.0,0
5,27,12,23.4,0.82,1007.0,7,6.8,0.0,0
5,27,9,24.7,0.77,1006.7,6,8.6,0.0,0
5,27,6,25.4,0.72,1008.1,7,4.7,0.4,0
5,27,3,23.2,0.82,1009.4,8,4.0,13.3,0
5,27,0,21.4,0.87,1009.3,6,4.3,30.7,0
5,26,21,20.2,0.95,1008.3,2,0.0,32.5,0
5,26,18,20.0,0.94,1008.2,8,1.4,32.7,0
5,26,15,19.6,0.94,1008.0,6,6.5,33.3,0
5,26,12,19.5,0.92,1006.2,7,3.2,33.4,0
5,26,9,20.4,0.91,1005.5,7,2.5,33.4,1
5,26,6,19.3,0.97,1006.5,2,0.0,33.0,1
5,26,3,19.8,0.98,1006.8,2,0.0,20.1,1
5,26,0,19.7,0.98,1006.5,2,3.2,2.7,1
5,25,21,20.1,0.94,1006.0,2,0.7,0.9,1
5,25,18,19.8,0.95,1007.3,2,0.4,0.7,1
5,25,15,20.9,0.88,1009.2,2,0.0,0.1,1
5,25,12,22.9,0.89,1008.8,7,1.4,0.0,0
5,25,9,25.1,0.72,1009.4,7,5.4,0.0,1
5,25,6,27.5,0.52,1010.6,7,9.7,0.0,0
5,25,3,26.4,0.62,1012.9,6,7.2,0.0,0
5,25,0,21.8,0.89,1013.3,5,2.5,0.0,0
5,24,21,18.7,0.96,1011.9,2,0.0,0.0,0
5,24,18,19.8,0.95,1012.3,2,0.0,0.0,0
5,24,15,20.5,0.93,1013.5,2,0.0,0.0,0
5,24,12,22.1,0.84,1012.6,2,0.0,0.0,0
5,24,9,25.0,0.6,1012.3,8,1.8,0.0,0
5,24,6,26.8,0.54,1013.8,1,4.0,0.0,0
5,24,3,25.6,0.53,1015.6,7,4.7,0.2,0
5,24,0,20.1,0.84,1015.5,1,5.0,0.4,0
5,23,21,17.8,0.95,1014.1,2,0.0,1.6,0
5,23,18,18.9,0.88,1014.3,2,6.1,4.0,0
5,23,15,19.3,0.86,1015.1,1,6.8,8.1,0
5,23,12,19.5,0.84,1013.7,2,8.3,13.1,0
5,23,9,20.0,0.84,1011.8,2,13.7,14.1,1
5,23,6,21.2,0.81,1010.8,2,14.4,14.7,1
5,23,3,21.0,0.94,1011.3,1,1.4,14.6,1
5,23,0,20.4,0.97,1008.3,2,6.1,14.4,1
5,22,21,20.5,0.99,1006.6,2,9.4,13.2,2
5,22,18,20.5,0.99,1006.3,2,0.0,10.8,1
5,22,15,20.5,0.98,1006.7,2,0.0,6.7,1
5,22,12,19.9,0.96,1006.1,4,3.2,1.7,1
5,22,9,21.1,0.87,1005.2,5,14.4,0.7,1
5,22,6,23.1,0.84,1006.0,5,7.6,0.1,1
5,22,3,25.0,0.62,1007.3,5,15.1,0.0,0
5,22,0,22.2,0.84,1008.1,5,3.6,0.0,2
5,21,21,19.6,0.97,1006.8,2,0.0,0.0,2
5,21,18,20.3,0.96,1007.4,2,0.0,0.0,2
5,21,15,20.9,0.93,1009.0,2,0.0,0.0,2
5,21,12,21.7,0.87,1007.6,1,1.4,0.0,2
5,21,9,23.4,0.79,1007.0,2,0.0,0.0,0
5,21,6,24.4,0.65,1007.5,6,1.4,0.0,1
5,21,3,25.0,0.61,1009.1,6,4.0,0.0,0
5,21,0,21.4,0.73,1009.5,6,4.0,0.0,0
5,20,21,17.6,0.96,1008.0,2,0.0,0.0,2
5,20,18,17.9,0.94,1008.3,2,0.0,0.0,0
5,20,15,18.4,0.89,1009.4,2,0.0,0.0,0
5,20,12,20.3,0.77,1008.6,2,0.0,0.0,0
5,20,9,23.2,0.61,1008.4,5,6.5,0.0,0
5,20,6,22.9,0.63,1008.9,6,8.6,0.0,0
5,20,3,21.6,0.68,1010.3,6,6.8,1.5,0
5,20,0,18.6,0.86,1009.4,5,2.9,2.0,2
5,19,21,16.3,0.97,1008.6,2,0.0,2.0,2
5,19,18,16.8,0.95,1008.4,8,1.1,2.0,2
5,19,15,17.0,0.97,1008.9,2,0.4,2.0,2
5,19,12,18.1,0.92,1007.7,2,0.0,2.0,2
5,19,9,20.2,0.8,1007.1,1,5.8,2.0,0
5,19,6,19.2,0.9,1008.5,2,0.0,2.0,1
5,19,3,19.2,0.93,1010.1,2,0.7,0.5,1
5,19,0,18.9,0.95,1009.4,2,2.9,0.0,2
5,18,21,17.3,0.98,1008.5,2,0.0,0.0,2
5,18,18,16.6,0.98,1009.7,2,0.0,0.0,2
5,18,15,16.4,0.96,1010.5,2,0.0,0.0,2
5,18,12,18.5,0.87,1010.8,2,0.0,0.0,2
5,18,9,21.6,0.7,1010.1,7,1.1,0.2,0
5,18,6,21.1,0.72,1012.0,7,2.9,0.2,0
5,18,3,20.5,0.74,1014.0,7,4.3,0.2,0
5,18,0,18.4,0.86,1013.2,2,0.4,0.2,2
5,17,21,15.0,0.98,1012.5,2,0.0,0.2,2
5,17,18,15.5,0.97,1013.6,2,0.0,0.2,2
5,17,15,16.3,0.93,1014.2,2,0.0,0.2,2
5,17,12,18.0,0.9,1013.4,8,3.6,0.4,1
5,17,9,19.8,0.71,1013.2,2,0.0,0.1,1
5,17,6,22.7,0.55,1014.7,3,6.1,0.1,0
5,17,3,20.2,0.6,1015.6,3,9.4,0.1,0
5,17,0,17.3,0.73,1016.4,2,9.0,0.1,0
5,16,21,13.6,0.92,1014.9,2,4.3,0.1,0
5,16,18,14.7,0.89,1014.9,2,5.0,0.2,0
5,16,15,15.3,0.86,1015.7,2,7.2,0.3,0
5,16,12,16.6,0.78,1014.4,2,11.2,44.9,1
5,16,9,17.0,0.8,1012.1,2,8.6,45.0,1
5,16,6,18.6,0.73,1011.3,2,13.7,45.0,0
5,16,3,17.8,0.8,1010.8,2,11.5,48.1,0
5,16,0,18.9,0.81,1008.6,2,18.7,70.4,0
5,15,21,21.4,0.89,1005.0,1,7.9,97.0,0
5,15,18,22.3,0.97,1002.7,1,13.3,97.3,1
5,15,15,23.3,0.99,1002.1,2,0.0,97.3,1
5,15,12,25.1,0.93,1000.1,2,6.1,75.2,1
5,15,9,27.0,0.83,999.0,2,9.4,75.1,0
5,15,6,25.1,0.88,1000.5,5,3.6,104.0,0
5,15,3,23.0,0.97,1001.4,1,9.4,72.1,1
5,15,0,22.2,0.98,1002.1,2,0.0,52.7,1
5,14,21,23.6,0.95,999.0,2,0.0,30.1,0
5,14,18,23.9,0.92,1000.1,2,0.0,29.7,1
5,14,15,23.5,0.93,1001.1,4,5.8,29.6,1
5,14,12,27.1,0.84,1000.4,3,5.8,7.0,0
5,14,9,29.8,0.71,1000.2,3,7.6,8.2,0
5,14,6,29.0,0.73,1001.8,3,2.5,11.4,0
5,14,3,24.6,0.88,1003.8,7,1.8,16.9,1
5,14,0,22.7,0.98,1004.2,2,0.0,14.0,1
5,13,21,22.8,0.97,1003.1,2,0.0,10.0,1
5,13,18,22.3,0.97,1004.0,2,0.0,10.0,2
5,13,15,22.7,0.96,1005.2,5,2.2,10.0,1
5,13,12,23.0,0.97,1004.9,5,4.7,10.0,1
5,13,9,23.7,0.97,1004.4,2,0.0,8.8,1
5,13,6,23.6,0.95,1005.5,4,2.5,5.6,1
5,13,3,26.7,0.7,1006.5,4,5.0,0.0,0
5,13,0,22.9,0.92,1007.4,4,3.2,0.0,2
5,12,21,19.7,0.99,1006.2,2,0.0,0.0,2
5,12,18,19.3,0.98,1006.7,2,0.0,0.0,2
5,12,15,20.9,0.96,1008.3,2,0.0,0.0,2
5,12,12,21.9,0.9,1007.3,2,0.0,0.1,2
5,12,9,25.0,0.71,1005.9,2,5.0,0.1,0
5,12,6,24.1,0.74,1007.5,5,6.5,0.9,0
5,12,3,22.1,0.78,1009.2,2,1.4,1.8,0
5,12,0,19.9,0.87,1009.0,3,2.5,1.8,2
5,11,21,18.8,0.91,1007.7,3,1.4,1.8,2
5,11,18,19.0,0.89,1007.9,3,7.2,1.8,2
5,11,15,19.1,0.91,1008.9,3,3.6,1.9,2
5,11,12,20.1,0.9,1007.8,2,6.1,3.1,2
5,11,9,20.3,0.93,1006.5,2,9.0,5.2,2
5,11,6,19.7,0.97,1006.7,2,10.8,51.2,2
5,11,3,20.9,0.88,1007.0,2,10.1,50.3,2
5,11,0,21.1,0.9,1005.8,2,10.4,50.3,2
5,10,21,21.8,0.93,1004.0,2,6.5,50.3,0
5,10,18,21.8,0.93,1003.6,3,6.8,50.3,0
5,10,15,22.2,0.97,1004.3,1,5.0,50.2,2
5,10,12,22.4,0.95,1003.4,4,3.6,98.0,1
5,10,9,22.4,0.97,1003.2,3,3.2,46.8,1
5,10,6,30.5,0.68,1001.3,2,0.0,0.0,0
5,10,3,31.1,0.6,1003.4,6,11.2,0.0,0
5,10,0,28.0,0.74,1003.6,5,10.8,0.0,0
5,9,21,24.0,0.9,1002.3,5,4.7,0.0,0
5,9,18,23.6,0.92,1003.0,5,2.2,0.0,0
5,9,15,24.0,0.89,1004.2,5,3.6,0.0,0
5,9,12,25.0,0.8,1002.8,2,0.0,0.0,0
5,9,9,32.2,0.45,1003.0,5,6.8,0.0,0
5,9,6,32.0,0.52,1005.1,6,10.4,0.0,0
5,9,3,29.5,0.59,1007.5,6,11.9,0.0,0
5,9,0,25.6,0.77,1007.6,5,8.3,0.0,0
5,8,21,20.3,0.96,1006.0,5,3.6,0.0,2
5,8,18,20.6,0.97,1006.4,7,2.9,0.0,0
5,8,15,20.6,0.94,1006.9,5,2.2,0.0,0
5,8,12,22.7,0.79,1006.0,2,0.0,0.0,0
5,8,9,29.7,0.46,1005.2,7,8.6,0.0,0
5,8,6,29.3,0.53,1006.8,7,9.7,0.0,0
5,8,3,27.1,0.66,1008.7,7,12.6,0.0,0
5,8,0,22.3,0.93,1009.0,7,7.6,0.0,2
5,7,21,17.9,0.98,1008.2,2,0.0,0.0,2
5,7,18,18.4,0.96,1009.5,2,0.0,0.0,2
5,7,15,18.5,0.93,1010.7,2,0.0,0.0,0
5,7,12,21.6,0.84,1010.5,2,0.0,0.0,0
5,7,9,27.4,0.41,1010.3,4,5.8,0.1,0
5,7,6,26.5,0.57,1012.8,2,6.8,0.1,0
5,7,3,24.2,0.71,1014.9,1,7.2,0.1,0
5,7,0,20.3,0.86,1014.3,5,6.1,0.1,2
5,6,21,16.2,0.98,1012.4,2,0.0,0.1,2
5,6,18,17.0,0.95,1012.8,2,0.7,0.2,2
5,6,15,17.4,0.93,1013.8,2,0.4,0.2,2
5,6,12,18.7,0.88,1012.9,5,5.8,0.2,0
5,6,9,19.4,0.84,1013.0,7,5.0,0.1,1
5,6,6,19.5,0.84,1014.3,6,13.0,0.1,1
5,6,3,22.8,0.59,1015.2,7,9.7,0.1,0
5,6,0,22.4,0.58,1014.3,6,7.6,0.1,0
5,5,21,18.7,0.89,1014.1,6,1.4,0.1,0
5,5,18,18.9,0.81,1014.7,2,0.0,0.0,0
5,5,15,19.3,0.8,1015.1,2,0.0,0.0,0
5,5,12,20.7,0.68,1014.7,2,0.0,0.0,0
5,5,9,27.5,0.28,1014.3,5,4.3,0.0,0
5,5,6,27.9,0.28,1016.2,5,3.6,0.0,0
5,5,3,26.2,0.39,1019.0,1,5.4,0.0,0
5,5,0,19.1,0.79,1018.9,1,1.1,0.0,0
5,4,21,14.0,0.98,1017.5,2,0.0,0.0,2
5,4,18,14.6,0.95,1017.2,2,0.0,0.0,0
5,4,15,16.0,0.87,1016.8,2,0.0,0.0,0
5,4,12,21.4,0.5,1015.1,3,3.2,0.0,0
5,4,9,26.0,0.41,1013.2,3,13.3,2.2,0
5,4,6,25.4,0.48,1013.3,2,18.4,15.5,0
5,4,3,22.7,0.62,1013.7,2,14.4,18.5,0
5,4,0,18.0,0.79,1012.5,1,4.3,18.5,0
5,3,21,15.9,0.93,1010.6,1,4.3,18.5,2
5,3,18,15.4,0.92,1009.7,1,5.0,18.5,0
5,3,15,15.5,0.95,1008.8,1,3.2,18.5,0
5,3,12,15.7,0.97,1006.6,2,5.4,18.5,1
5,3,9,18.5,0.98,1004.1,1,4.7,16.3,1
5,3,6,20.5,0.88,1005.8,2,12.6,3.0,1
5,3,3,25.5,0.57,1007.6,5,7.2,0.0,0
5,3,0,23.4,0.59,1008.0,4,6.1,0.0,0
5,2,21,20.6,0.66,1008.4,4,4.3,0.0,0
5,2,18,21.9,0.61,1009.1,4,5.8,0.0,0
5,2,15,21.1,0.72,1011.4,2,1.8,0.0,0
5,2,12,25.2,0.55,1010.4,3,6.5,0.0,0
5,2,9,29.4,0.4,1010.4,4,10.1,0.0,0
5,2,6,29.1,0.44,1012.2,4,13.0,0.0,0
5,2,3,27.6,0.55,1014.3,3,13.7,0.0,0
5,2,0,24.7,0.63,1013.8,3,7.6,0.0,0
5,1,21,17.8,0.88,1011.1,3,2.5,0.0,0
5,1,18,18.3,0.91,1009.8,2,0.7,0.0,0
5,1,15,19.5,0.88,1010.0,2,0.7,0.0,0
5,1,12,23.0,0.8,1008.3,5,3.2,0.0,0
5,1,9,30.3,0.41,1008.1,4,3.2,0.0,0
5,1,6,29.7,0.44,1010.0,5,4.3,0.0,0
5,1,3,26.7,0.45,1012.6,4,6.5,0.0,0
5,1,0,22.2,0.51,1012.4,3,8.3,0.0,0
6,30,21,27.1,0.89,1001.0,6,7.9,0.0,0
6,30,18,26.2,0.96,1001.6,1,1.4,0.0,2
6,30,15,26.5,0.94,1002.5,2,0.0,0.0,0
6,30,12,28.7,0.83,1000.9,7,10.1,0.0,0
6,30,9,31.9,0.62,1000.2,5,7.2,0.0,0
6,30,6,29.6,0.73,1002.2,5,1.1,0.0,1
6,30,3,31.5,0.75,1002.4,6,6.5,0.0,0
6,30,0,29.3,0.91,1002.0,2,0.0,0.0,2
6,29,21,27.0,0.96,1000.7,2,0.4,0.0,2
6,29,18,27.4,0.92,1000.7,2,0.7,0.0,0
6,29,15,27.7,0.9,1001.8,2,0.0,0.0,0
6,29,12,29.1,0.83,1000.0,2,0.0,0.0,0
6,29,9,33.6,0.59,999.7,2,0.0,0.0,0
6,29,6,34.3,0.56,1000.9,2,6.1,0.0,0
6,29,3,32.3,0.64,1002.2,4,4.0,0.0,0
6,29,0,29.5,0.69,1002.5,5,6.8,0.0,0
6,28,21,25.7,0.9,1001.6,5,3.6,0.0,0
6,28,18,26.1,0.95,1001.8,2,0.0,0.0,2
6,28,15,27.4,0.89,1002.7,2,0.0,0.0,0
6,28,12,30.3,0.71,1000.8,2,5.8,0.0,0
6,28,9,34.0,0.53,999.9,3,6.8,0.0,0
6,28,6,33.0,0.62,1001.2,3,7.2,0.2,0
6,28,3,31.8,0.68,1001.8,3,10.1,19.0,0
6,28,0,27.7,0.82,1002.8,3,13.3,27.9,0
6,27,21,25.2,0.98,1001.2,2,5.4,30.3,2
6,27,18,25.8,0.97,1000.9,2,3.6,34.8,0
6,27,15,26.5,0.97,1001.7,2,0.0,34.8,0
6,27,12,27.6,0.93,1000.7,2,4.0,34.8,0
6,27,9,29.4,0.84,999.6,2,0.0,34.8,0
6,27,6,26.9,0.98,1000.8,3,3.6,70.0,1
6,27,3,27.2,0.96,1001.4,7,4.3,15.8,1
6,27,0,26.8,0.96,1001.6,2,0.0,6.9,0
6,26,21,26.0,0.97,1001.4,1,1.1,4.5,1
6,26,18,27.7,0.84,1001.2,5,5.8,0.0,0
6,26,15,28.4,0.88,1002.1,5,7.6,0.0,2
6,26,12,28.0,0.86,1001.7,4,10.1,0.0,0
6,26,9,32.4,0.7,1000.5,2,0.0,0.0,0
6,26,6,33.6,0.63,1001.5,6,11.2,0.0,0
6,26,3,32.1,0.7,1003.2,6,8.3,0.0,0
6,26,0,29.4,0.79,1002.9,5,5.4,0.0,0
6,25,21,26.2,0.95,1002.0,2,0.0,0.0,2
6,25,18,26.5,0.93,1002.5,2,0.0,0.0,0
6,25,15,28.1,0.85,1003.3,2,4.0,0.0,0
6,25,12,29.1,0.78,1002.1,2,0.0,0.0,0
6,25,9,34.1,0.51,1001.9,6,1.8,0.0,0
6,25,6,33.7,0.55,1002.9,8,2.5,0.0,0
6,25,3,31.6,0.64,1004.3,8,5.4,0.0,0
6,25,0,28.2,0.78,1004.5,5,7.6,0.0,0
6,24,21,24.8,0.94,1004.0,2,0.0,0.0,2
6,24,18,25.1,0.92,1004.3,2,0.0,0.0,0
6,24,15,28.6,0.71,1005.2,5,5.8,0.0,0
6,24,12,29.8,0.67,1003.9,5,4.7,0.0,0
6,24,9,33.0,0.51,1003.3,2,0.0,0.0,0
6,24,6,33.0,0.52,1004.4,6,6.8,0.0,0
6,24,3,31.5,0.56,1006.1,5,6.1,0.0,0
6,24,0,28.9,0.63,1006.2,5,5.4,0.0,0
6,23,21,23.0,0.89,1005.6,2,0.0,0.0,0
6,23,18,23.2,0.86,1006.2,2,0.0,0.0,0
6,23,15,26.1,0.7,1007.2,2,0.0,0.0,0
6,23,12,29.0,0.5,1006.2,5,4.3,0.0,0
6,23,9,33.8,0.28,1005.2,4,11.5,0.0,0
6,23,6,34.0,0.31,1006.7,5,9.4,0.0,0
6,23,3,30.8,0.47,1008.2,5,9.4,0.0,0
6,23,0,28.5,0.56,1008.1,5,4.0,0.0,0
6,22,21,20.6,0.96,1007.2,2,0.0,0.0,2
6,22,18,22.0,0.95,1006.7,2,0.0,0.0,2
6,22,15,23.1,0.86,1007.0,2,0.0,0.0,0
6,22,12,26.2,0.77,1005.5,2,0.0,0.0,0
6,22,9,33.0,0.49,1004.9,2,9.0,0.0,0
6,22,6,32.6,0.49,1005.6,3,9.7,0.0,0
6,22,3,30.7,0.68,1006.6,2,2.5,0.0,0
6,22,0,26.7,0.9,1006.4,3,2.5,0.0,2
6,21,21,21.5,0.98,1005.1,2,0.0,0.0,2
6,21,18,22.5,0.98,1004.5,2,0.0,0.0,2
6,21,15,24.2,0.95,1004.9,2,0.0,0.0,2
6,21,12,25.6,0.9,1003.8,2,0.0,0.0,2
6,21,9,27.5,0.81,1003.1,1,4.7,0.0,2
6,21,6,27.8,0.77,1003.5,8,4.0,0.0,0
6,21,3,27.1,0.78,1004.7,2,0.0,0.0,0
6,21,0,24.6,0.9,1004.3,2,0.7,0.0,2
6,20,21,23.4,0.95,1002.8,2,0.0,0.0,2
6,20,18,23.6,0.93,1002.8,2,0.4,0.0,1
6,20,15,24.5,0.91,1003.9,7,3.6,0.0,2
6,20,12,25.4,0.82,1002.8,7,1.8,0.2,0
6,20,9,28.3,0.65,1001.5,1,4.7,0.7,0
6,20,6,27.1,0.73,1002.6,1,5.8,10.6,0
6,20,3,24.1,0.83,1003.5,8,3.6,11.6,2
6,20,0,22.2,0.93,1003.6,8,4.3,11.7,2
6,19,21,21.0,0.98,1002.2,2,0.7,24.6,2
6,19,18,21.2,0.98,1002.7,2,0.0,26.1,2
6,19,15,21.1,0.98,1004.0,2,0.0,26.1,2
6,19,12,21.1,0.96,1003.8,0,0.0,24.0,2
6,19,9,21.4,0.95,1003.1,8,2.9,25.4,1
6,19,6,21.2,0.93,1003.8,2,6.5,15.5,1
6,19,3,22.3,0.86,1005.1,1,4.0,14.5,0
6,19,0,20.1,0.97,1004.8,2,0.0,23.9,1
6,18,21,20.5,0.95,1004.3,2,5.0,13.6,1
6,18,18,21.7,0.86,1004.2,2,7.9,12.1,1
6,18,15,22.3,0.81,1005.5,2,5.4,12.1,0
6,18,12,22.8,0.78,1005.2,2,7.2,12.1,1
6,18,9,24.1,0.77,1004.4,2,9.7,12.1,0
6,18,6,25.4,0.72,1005.0,2,7.9,12.1,0
6,18,3,24.0,0.81,1006.0,2,6.8,12.1,0
6,18,0,22.2,0.96,1006.0,1,6.1,2.6,1
6,17,21,23.8,0.82,1005.2,1,4.7,0.0,0
6,17,18,24.2,0.81,1004.7,2,7.9,0.0,0
6,17,15,24.6,0.82,1006.3,2,9.0,0.0,0
6,17,12,25.8,0.79,1005.7,2,9.0,0.0,0
6,17,9,26.4,0.76,1004.4,2,13.0,0.0,0
6,17,6,25.4,0.91,1004.0,2,13.0,0.0,2
6,17,3,27.1,0.86,1004.4,2,9.7,0.0,0
6,17,0,28.1,0.85,1003.9,2,9.0,0.0,0
6,16,21,27.3,0.93,1002.1,2,2.5,0.0,0
6,16,18,28.1,0.88,1001.8,2,7.9,0.0,0
6,16,15,29.3,0.89,1002.0,2,0.0,0.0,0
6,16,12,31.4,0.78,1001.2,7,3.6,0.0,0
6,16,9,34.5,0.58,999.8,7,8.3,0.0,0
6,16,6,35.2,0.57,1000.6,6,12.6,0.0,0
6,16,3,33.3,0.65,1001.2,7,8.3,0.0,0
6,16,0,30.7,0.74,1001.0,7,4.3,0.0,0
6,15,21,28.5,0.87,999.4,2,0.0,0.0,0
6,15,18,31.2,0.71,998.5,6,9.4,0.0,0
6,15,15,30.2,0.78,999.0,2,0.0,0.0,0
6,15,12,31.3,0.74,997.7,2,0.0,0.0,0
6,15,9,34.2,0.58,996.8,7,8.6,0.0,0
6,15,6,34.7,0.57,997.2,7,10.8,0.0,0
6,15,3,34.1,0.58,997.9,7,16.9,0.0,0
6,15,0,31.2,0.67,997.6,7,18.0,0.0,0
6,14,21,30.0,0.71,996.7,7,8.6,0.0,0
6,14,18,30.6,0.69,996.9,6,10.1,0.0,0
6,14,15,31.9,0.63,998.3,6,8.6,0.0,0
6,14,12,32.8,0.61,997.1,6,14.8,0.0,0
6,14,9,34.6,0.54,997.0,6,17.3,0.0,0
6,14,6,34.1,0.58,999.2,6,18.7,0.0,0
6,14,3,32.1,0.66,1000.9,7,16.6,0.0,0
6,14,0,29.9,0.77,1001.3,6,11.2,0.0,0
6,13,21,28.7,0.85,1001.1,5,5.8,0.1,0
6,13,18,29.2,0.85,1001.2,6,6.5,0.1,0
6,13,15,29.8,0.85,1002.6,5,8.6,0.2,0
6,13,12,30.9,0.75,1002.3,2,0.4,0.2,0
6,13,9,34.3,0.56,1001.9,6,9.4,0.2,0
6,13,6,33.3,0.63,1003.7,6,11.9,0.2,0
6,13,3,32.1,0.68,1005.4,6,12.6,0.2,0
6,13,0,27.7,0.91,1006.6,5,3.2,0.2,2
6,12,21,25.8,0.96,1005.9,5,5.8,0.1,2
6,12,18,25.9,0.94,1006.6,2,0.0,0.1,1
6,12,15,26.1,0.93,1008.3,4,1.4,0.0,1
6,12,12,26.8,0.94,1007.3,5,5.8,1.0,1
6,12,9,29.2,0.79,1007.4,3,9.0,0.0,0
6,12,6,28.6,0.83,1008.8,2,7.6,1.0,1
6,12,3,29.1,0.83,1009.9,2,6.8,0.0,2
6,12,0,27.0,0.91,1009.7,2,0.0,1.0,1
6,11,21,24.8,0.97,1008.4,2,0.0,0.0,2
6,11,18,26.0,0.93,1008.7,2,0.0,0.0,2
6,11,15,27.5,0.84,1009.4,5,6.1,0.0,2
6,11,12,28.1,0.81,1008.0,6,3.2,0.0,0
6,11,9,30.0,0.68,1007.4,6,6.1,0.0,0
6,11,6,29.9,0.67,1008.3,6,8.3,0.0,0
6,11,3,29.2,0.72,1009.2,8,4.0,0.1,0
6,11,0,25.9,0.86,1008.7,2,0.0,0.2,2
6,10,21,23.0,0.96,1007.4,2,0.0,0.2,2
6,10,18,23.8,0.96,1007.1,2,0.0,2.7,2
6,10,15,24.0,0.95,1007.8,2,0.0,2.7,2
6,10,12,25.6,0.85,1006.5,2,0.0,2.7,0
6,10,9,28.0,0.75,1005.9,2,0.0,2.7,0
6,10,6,26.6,0.82,1007.4,1,5.0,2.7,2
6,10,3,26.3,0.85,1007.5,8,1.4,2.6,1
6,10,0,24.6,0.93,1006.8,2,2.9,2.5,2
6,9,21,24.0,0.97,1005.7,2,1.4,2.5,1
6,9,18,26.3,0.85,1005.5,2,0.0,0.0,1
6,9,15,27.4,0.81,1006.4,2,0.0,0.0,1
6,9,12,27.7,0.79,1005.7,2,0.0,0.0,0
6,9,9,30.5,0.63,1004.9,4,5.4,0.0,0
6,9,6,33.8,0.52,1005.8,1,3.6,0.0,0
6,9,3,33.2,0.5,1007.0,6,5.4,0.0,0
6,9,0,29.2,0.65,1006.7,4,5.8,0.0,0
6,8,21,24.2,0.93,1006.1,2,0.0,0.0,0
6,8,18,24.2,0.93,1006.3,2,0.0,0.0,2
6,8,15,25.0,0.88,1007.3,2,0.0,0.0,2
6,8,12,27.2,0.8,1006.6,2,0.0,0.0,0
6,8,9,33.7,0.42,1006.0,2,0.0,0.0,0
6,8,6,35.1,0.38,1007.4,6,6.1,0.0,0
6,8,3,33.1,0.48,1008.5,6,4.7,0.0,0
6,8,0,27.6,0.74,1008.1,2,0.0,0.0,0
6,7,21,22.7,0.94,1007.0,2,0.0,0.0,0
6,7,18,23.2,0.9,1007.2,2,0.4,0.0,0
6,7,15,23.6,0.86,1007.3,2,0.0,0.0,0
6,7,12,26.2,0.72,1006.2,2,0.0,0.0,0
6,7,9,33.7,0.32,1005.7,6,7.2,0.0,0
6,7,6,33.9,0.3,1006.9,6,10.8,0.0,0
